N02_001,N02_002,N02_003,N02_004,N02_005,N02_005c,N02_005g,lon,lat
11,2,指宿枕崎線,九州旅客鉄道,二月田,010112,010112,130.62985,31.25459
23,5,沖縄都市モノレール線,沖縄都市モノレール,古島,010127,010127,127.70309,26.23093
24,5,東京臨海新交通臨海線,ゆりかもめ,お台場海浜公園,004091,004091,139.77888,35.63
24,5,東京臨海新交通臨海線,ゆりかもめ,東京国際クルーズターミナル,004128,004128,139.77288121,35.62162643
24,5,東京臨海新交通臨海線,ゆりかもめ,テレコムセンター,004144,004144,139.77932,35.61754
24,5,東京臨海新交通臨海線,ゆりかもめ,汐留,003896,003887,139.75979,35.66269
24,5,東京臨海新交通臨海線,ゆりかもめ,台場,004112,004112,139.77172,35.62606
24,5,東京臨海新交通臨海線,ゆりかもめ,有明,004064,004064,139.79355,35.63428
24,5,東京臨海新交通臨海線,ゆりかもめ,東京ビッグサイト,004087,004087,139.7906,35.62983
24,5,東京臨海新交通臨海線,ゆりかもめ,新橋,003882,003872,139.75898,35.66583
24,5,東京臨海新交通臨海線,ゆりかもめ,竹芝,003958,003958,139.76224,35.65435
24,5,東京臨海新交通臨海線,ゆりかもめ,芝浦ふ頭,004030,004030,139.75788,35.64195
24,5,東京臨海新交通臨海線,ゆりかもめ,日の出,003979,003979,139.759,35.64891
24,5,東京臨海新交通臨海線,ゆりかもめ,青海,004119,004119,139.78191,35.62513
24,5,東京臨海新交通臨海線,ゆりかもめ,新豊洲,003981,003981,139.79038,35.64889
24,5,東京臨海新交通臨海線,ゆりかもめ,市場前,004001,004001,139.786,35.6459
24,5,東京臨海新交通臨海線,ゆりかもめ,有明テニスの森,004037,004037,139.78866,35.64025
24,5,東京臨海新交通臨海線,ゆりかもめ,豊洲,003961,003951,139.79583,35.654
21,4,けいはんな線,近畿日本鉄道,新石切,007215,007215,135.64165,34.68009
21,4,けいはんな線,近畿日本鉄道,長田,007233,007232,135.59282,34.67875
21,4,けいはんな線,近畿日本鉄道,吉田,007213,007213,135.6256,34.68031
21,4,けいはんな線,近畿日本鉄道,荒本,007234,007234,135.60546,34.67862
12,4,けいはんな線,近畿日本鉄道,生駒,007122,007122,135.69923,34.69325
12,4,けいはんな線,近畿日本鉄道,学研奈良登美ヶ丘,006945,006945,135.75,34.72645
12,4,けいはんな線,近畿日本鉄道,白庭台,006966,006966,135.7173,34.7213
12,4,けいはんな線,近畿日本鉄道,学研北生駒,006950,006950,135.72403,34.72511
16,5,ポートアイランド線,神戸新交通,ポートターミナル,007203,007203,135.20231,34.68114
16,5,ポートアイランド線,神戸新交通,中埠頭,007288,007288,135.21734,34.66901
24,5,ポートアイランド線,神戸新交通,市民広場,007340,007340,135.21226,34.66521
24,5,ポートアイランド線,神戸新交通,貿易センター,007153,007153,135.19962,34.6891
24,5,ポートアイランド線,神戸新交通,三宮,007108,007108,135.19549,34.69472
16,5,ポートアイランド線,神戸新交通,北埠頭,007271,007271,135.21468,34.67329
16,5,ポートアイランド線,神戸新交通,南公園,007343,007343,135.21676,34.66454
24,5,ポートアイランド線,神戸新交通,みなとじま,007289,007289,135.20981,34.66937
16,5,ポートアイランド線,神戸新交通,中公園,007276,007276,135.20769,34.67281
24,5,ポートアイランド線,神戸新交通,医療センター,007381,007381,135.21655,34.6583
24,5,ポートアイランド線,神戸新交通,計算科学センター,007403,007403,135.22183,34.65494
24,5,ポートアイランド線,神戸新交通,神戸空港,007482,007482,135.22846,34.63733
12,4,富山港線,富山地方鉄道,岩瀬浜,001838,001838,137.23403,36.76159
12,4,富山港線,富山地方鉄道,競輪場前,001843,001843,137.23411,36.75776
12,4,富山港線,富山地方鉄道,東岩瀬,001852,001852,137.2307,36.75226
21,4,富山港線,富山地方鉄道,インテック本社前,001917,001917,137.21617,36.70371
12,4,富山港線,富山地方鉄道,萩浦小学校前,001858,001858,137.22829164,36.74767192
12,4,富山港線,富山地方鉄道,蓮町（馬場記念公園前）,001868,001868,137.22755,36.74187
12,4,富山港線,富山地方鉄道,犬島新町,001879,001879,137.22658,36.73471
12,4,富山港線,富山地方鉄道,城川原,001884,001884,137.22605,36.7308
12,4,富山港線,富山地方鉄道,越中中島,001893,001893,137.22485,36.72185
12,4,富山港線,富山地方鉄道,粟島（大阪屋ショップ前）,001900,001900,137.22485,36.71883
12,4,富山港線,富山地方鉄道,下奥井,001906,001906,137.22453,36.71155
12,4,富山港線,富山地方鉄道,奥田中学校前,001918,001918,137.22362,36.70331
21,4,富山港線,富山地方鉄道,富山駅,001924,001923,137.21299592,36.70175498
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,盛岡,000794,000792,141.13473,39.7027
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,御堂,000727,000727,141.23693,40.00403
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,二戸,000668,000668,141.28538,40.25874
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,小鳥谷,000698,000698,141.30774,40.17117
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,渋民,000764,000764,141.15499,39.83539
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,斗米,000662,000662,141.29089,40.28582
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,いわて沼宮内,000734,000733,141.21707,39.96091
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,厨川,000776,000776,141.12834,39.74318
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,岩手川口,000743,000743,141.19939,39.91946
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,一戸,000686,000686,141.29733,40.21092
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,金田一温泉,000657,000657,141.30387,40.32295
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,滝沢,000770,000770,141.1487,39.79979
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,小繋,000707,000707,141.26081,40.12404
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,奥中山高原,000718,000718,141.2285,40.06654
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,目時,000651,000651,141.28974,40.35298
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,好摩,000758,000757,141.1744,39.87513
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,青山,000782,000782,141.11826,39.72457
12,5,いわて銀河鉄道線,アイジーアールいわて銀河鉄道,巣子,000771,000771,141.14849,39.78326
12,5,いすみ線,いすみ鉄道,上総中野,005239,005238,140.19921,35.25022
12,5,いすみ線,いすみ鉄道,大多喜,005145,005145,140.2439,35.28688
12,5,いすみ線,いすみ鉄道,東総元,005207,005207,140.24799,35.2596
12,5,いすみ線,いすみ鉄道,上総中川,005154,005154,140.28015,35.28272
12,5,いすみ線,いすみ鉄道,国吉,005160,005160,140.3133,35.28046
12,5,いすみ線,いすみ鉄道,久我原,005236,005236,140.24788,35.24991
12,5,いすみ線,いすみ鉄道,上総東,005198,005198,140.3445,35.26325
12,5,いすみ線,いすみ鉄道,西畑,005233,005233,140.2152,35.25054
12,5,いすみ線,いすみ鉄道,小谷松,005182,005182,140.25071,35.26918
12,5,いすみ線,いすみ鉄道,総元,005257,005257,140.24078,35.24059
12,5,いすみ線,いすみ鉄道,西大原,005204,005204,140.37756,35.26052
12,5,いすみ線,いすみ鉄道,新田野,005169,005169,140.32828,35.27625
12,5,いすみ線,いすみ鉄道,大原,005230,005229,140.39105,35.25052
12,5,三国芦原線,えちぜん鉄道,西長田ゆりの里,002575,002575,136.20662,36.15326
12,5,三国芦原線,えちぜん鉄道,鷲塚針原,002609,002609,136.20478,36.1199
12,5,三国芦原線,えちぜん鉄道,西別院,002668,002668,136.22261,36.07524
12,5,三国芦原線,えちぜん鉄道,中角,002630,002630,136.20447,36.1008
12,5,三国芦原線,えちぜん鉄道,新田塚,002638,002638,136.20532,36.09222
12,5,三国芦原線,えちぜん鉄道,番田,002533,002533,136.2025,36.21286
12,5,三国芦原線,えちぜん鉄道,福井口,002677,002677,136.23296269,36.07039051
12,5,三国芦原線,えちぜん鉄道,三国,002526,002526,136.14963,36.21712
12,5,三国芦原線,えちぜん鉄道,太郎丸エンゼルランド,002599,002599,136.20566,36.131
12,5,三国芦原線,えちぜん鉄道,福大前西福井,002671,002671,136.20971,36.07458
12,5,三国芦原線,えちぜん鉄道,大関,002556,002556,136.20381,36.18696
12,5,三国芦原線,えちぜん鉄道,三国神社,002530,002530,136.15796,36.21477
12,5,三国芦原線,えちぜん鉄道,水居,002524,002524,136.17195,36.2191
12,5,三国芦原線,えちぜん鉄道,あわら湯のまち,002519,002519,136.19339,36.22297
12,5,三国芦原線,えちぜん鉄道,西春江ハートピア,002591,002591,136.2062,36.13859
12,5,三国芦原線,えちぜん鉄道,田原町,002669,002669,136.21723,36.07497
12,5,三国芦原線,えちぜん鉄道,下兵庫こうふく,002567,002567,136.2026,36.17012
12,5,三国芦原線,えちぜん鉄道,三国港,002522,002522,136.13998,36.22019
12,5,三国芦原線,えちぜん鉄道,本荘,002542,002542,136.20312,36.20508
12,5,勝山永平寺線,えちぜん鉄道,志比堺,002631,002631,136.31061,36.09769
12,5,勝山永平寺線,えちぜん鉄道,越前竹原,002673,002673,136.41302,36.07393
12,5,勝山永平寺線,えちぜん鉄道,保田,002679,002679,136.45164,36.06992
12,5,勝山永平寺線,えちぜん鉄道,山王,002659,002659,136.39244,36.07913
12,5,勝山永平寺線,えちぜん鉄道,勝山,002697,002697,136.4922,36.05592
12,5,勝山永平寺線,えちぜん鉄道,越前野中,002653,002653,136.37688,36.08289
12,5,勝山永平寺線,えちぜん鉄道,松岡,002637,002637,136.30129,36.09392
12,5,勝山永平寺線,えちぜん鉄道,発坂,002675,002675,136.46615,36.07259
12,5,勝山永平寺線,えちぜん鉄道,光明寺,002645,002645,136.34416,36.08854
12,5,勝山永平寺線,えちぜん鉄道,永平寺口,002634,002634,136.32646,36.09603
12,5,勝山永平寺線,えちぜん鉄道,小舟渡,002664,002664,136.43402,36.07553
12,5,勝山永平寺線,えちぜん鉄道,轟,002648,002648,136.36076,36.08689
12,5,勝山永平寺線,えちぜん鉄道,下志比,002641,002641,136.33606,36.09081
12,5,勝山永平寺線,えちぜん鉄道,比島,002682,002682,136.48408,36.06598
12,5,勝山永平寺線,えちぜん鉄道,福井口,002678,002677,136.23296269,36.07039051
12,5,勝山永平寺線,えちぜん鉄道,越前新保,002658,002658,136.25071,36.08024
12,5,勝山永平寺線,えちぜん鉄道,越前開発,002667,002667,136.2416,36.07547
12,5,勝山永平寺線,えちぜん鉄道,福井,002688,002688,136.22436696,36.06274321
12,5,勝山永平寺線,えちぜん鉄道,越前島橋,002642,002642,136.27684,36.09004
12,5,勝山永平寺線,えちぜん鉄道,観音町,002639,002639,136.28931,36.09185
12,5,勝山永平寺線,えちぜん鉄道,東藤島,002649,002649,136.26952,36.08647
12,5,勝山永平寺線,えちぜん鉄道,新福井,002685,002685,136.2271567,36.0651366
12,5,勝山永平寺線,えちぜん鉄道,追分口,002654,002654,136.26104,36.0823
12,5,湯前線,くま川鉄道,東多良木,009899,009899,130.9512,32.27237
12,5,湯前線,くま川鉄道,一武,009917,009917,130.83966,32.21438
12,5,湯前線,くま川鉄道,木上,009913,009913,130.85866,32.22402
12,5,湯前線,くま川鉄道,公立病院前,009903,009903,130.9222,32.25622
12,5,湯前線,くま川鉄道,多良木,009902,009902,130.9335,32.26294
12,5,湯前線,くま川鉄道,あさぎり,009909,009909,130.8941,32.23647
12,5,湯前線,くま川鉄道,湯前,009897,009897,130.98026,32.28132
12,5,湯前線,くま川鉄道,新鶴羽,009898,009898,130.96654,32.27564
12,5,湯前線,くま川鉄道,肥後西村,009922,009922,130.80848,32.20234
12,5,湯前線,くま川鉄道,おかどめ幸福,009911,009911,130.87545,32.23155
12,5,湯前線,くま川鉄道,東免田,009906,009906,130.91268,32.24995
12,5,湯前線,くま川鉄道,相良藩願成寺,009914,009914,130.77001,32.21832
12,5,湯前線,くま川鉄道,川村,009920,009920,130.79496,32.20723
12,5,湯前線,くま川鉄道,人吉温泉,009916,009916,130.75482,32.21664
12,5,しなの鉄道線,しなの鉄道,平原,002414,002414,138.45262,36.30848
12,5,しなの鉄道線,しなの鉄道,屋代高校前,002132,002132,138.1323,36.54744
12,5,しなの鉄道線,しなの鉄道,中軽井沢,002353,002353,138.59332,36.34763
12,5,しなの鉄道線,しなの鉄道,御代田,002395,002395,138.50466,36.31919
12,5,しなの鉄道線,しなの鉄道,軽井沢,002361,002361,138.63542,36.34286
12,5,しなの鉄道線,しなの鉄道,信濃追分,002371,002371,138.55719,36.33483
12,5,しなの鉄道線,しなの鉄道,田中,002343,002343,138.32805,36.35509
12,5,しなの鉄道線,しなの鉄道,上田,002276,002275,138.25026,36.39575
12,5,しなの鉄道線,しなの鉄道,西上田,002243,002243,138.20804,36.41726
12,5,しなの鉄道線,しなの鉄道,戸倉,002185,002185,138.15308,36.4929
12,5,しなの鉄道線,しなの鉄道,坂城,002211,002211,138.18242,36.46104
12,5,しなの鉄道線,しなの鉄道,信濃国分寺,002303,002303,138.27471,36.37783
12,5,しなの鉄道線,しなの鉄道,大屋,002322,002322,138.29555,36.37014
12,5,しなの鉄道線,しなの鉄道,滋野,002363,002363,138.36356,36.34246
12,5,しなの鉄道線,しなの鉄道,屋代,002152,002152,138.12836,36.53188
12,5,しなの鉄道線,しなの鉄道,テクノさかき,002223,002223,138.18833,36.43996
12,5,しなの鉄道線,しなの鉄道,小諸,002384,002384,138.42287,36.32564
12,5,しなの鉄道線,しなの鉄道,篠ノ井,002098,002096,138.13796,36.57666
12,5,七尾線,のと鉄道,和倉温泉,001650,001649,136.92579,37.07471
12,5,七尾線,のと鉄道,七尾,001670,001669,136.9648,37.04134
12,5,七尾線,のと鉄道,笠師保,001648,001648,136.8579,37.08004
12,5,七尾線,のと鉄道,田鶴浜,001656,001656,136.89222,37.06582
12,5,七尾線,のと鉄道,西岸,001614,001614,136.87379,37.14739
12,5,七尾線,のと鉄道,穴水,001577,001577,136.90536,37.22735
12,5,七尾線,のと鉄道,能登中島,001633,001633,136.85339,37.10892
12,5,七尾線,のと鉄道,能登鹿島,001596,001596,136.89745,37.17932
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,桐生,002256,002255,139.33315,36.41114
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,花輪,002164,002164,139.30734,36.52061
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,水沼,002180,002180,139.2779,36.50002
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,神戸,002145,002145,139.35613,36.53735
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,相老,002259,002258,139.30435,36.41038
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,通洞,002039,002039,139.43932,36.63651
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,上神梅,002203,002203,139.25775,36.47039
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,間藤,002018,002018,139.45002,36.65321
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,足尾,002036,002036,139.44737,36.64162
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,運動公園,002238,002238,139.30075,36.4207
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,小中,002147,002147,139.33742,36.53556
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,本宿,002195,002195,139.25964,36.48165
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,大間々,002227,002227,139.27753,36.43494
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,沢入,002089,002089,139.39621,36.5803
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,下新田,002261,002261,139.31511,36.40779
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,原向,002058,002058,139.42003,36.61711
12,5,わたらせ渓谷線,わたらせ渓谷鐵道,中野,002161,002161,139.31699,36.52396
12,5,阿佐東線,阿佐海岸鉄道,海部,009022,009022,134.35209,33.59376
12,5,阿佐東線,阿佐海岸鉄道,宍喰,009094,009094,134.30053,33.56658
12,5,阿武隈急行線,阿武隈急行,福島,001372,001373,140.4598,37.75522
12,5,阿武隈急行線,阿武隈急行,角田,001274,001274,140.77247,37.97966
12,5,阿武隈急行線,阿武隈急行,南角田,001278,001278,140.76964,37.96523
12,5,阿武隈急行線,阿武隈急行,大泉,001335,001335,140.56646,37.81969
12,5,阿武隈急行線,阿武隈急行,保原,001339,001339,140.55618,37.81435
12,5,阿武隈急行線,阿武隈急行,卸町,001355,001355,140.47984,37.79559
12,5,阿武隈急行線,阿武隈急行,高子,001344,001344,140.52709,37.80838
12,5,阿武隈急行線,阿武隈急行,瀬上,001348,001348,140.49815,37.80222
12,5,阿武隈急行線,阿武隈急行,兜,001310,001310,140.64646,37.8953
12,5,阿武隈急行線,阿武隈急行,岡,001266,001266,140.78038,38.0192
12,5,阿武隈急行線,阿武隈急行,上保原,001343,001343,140.54263,37.8096
12,5,阿武隈急行線,阿武隈急行,二井田,001332,001332,140.58003,37.82754
12,5,阿武隈急行線,阿武隈急行,北丸森,001284,001284,140.77186,37.94344
12,5,阿武隈急行線,阿武隈急行,丸森,001288,001288,140.76212,37.93103
12,5,阿武隈急行線,阿武隈急行,槻木,001237,001236,140.81061,38.07968
12,5,阿武隈急行線,阿武隈急行,横倉,001271,001271,140.77611,37.9973
12,5,阿武隈急行線,阿武隈急行,富野,001317,001317,140.62773,37.87507
12,5,阿武隈急行線,阿武隈急行,東船岡,001253,001253,140.78962,38.04983
12,5,阿武隈急行線,阿武隈急行,梁川,001325,001325,140.60383,37.84629
12,5,阿武隈急行線,阿武隈急行,福島学院前,001353,001353,140.48863,37.79877
12,5,阿武隈急行線,阿武隈急行,向瀬上,001345,001345,140.50986,37.80644
12,5,阿武隈急行線,阿武隈急行,新田,001327,001327,140.59338,37.83803
12,5,阿武隈急行線,阿武隈急行,やながわ希望の森公園前,001322,001322,140.61586,37.85819
12,5,阿武隈急行線,阿武隈急行,あぶくま,001295,001295,140.68539,37.91309
12,5,愛知環状鉄道線,愛知環状鉄道,新豊田,005730,005730,137.15354,35.08787
12,5,愛知環状鉄道線,愛知環状鉄道,保見,005569,005569,137.13411,35.13681
12,5,愛知環状鉄道線,愛知環状鉄道,山口,005358,005358,137.1017,35.1979
12,5,愛知環状鉄道線,愛知環状鉄道,大門,006090,006090,137.15453,34.98287
12,5,愛知環状鉄道線,愛知環状鉄道,高蔵寺,005195,005194,137.04171,35.26423
12,5,愛知環状鉄道線,愛知環状鉄道,永覚,005886,005886,137.1388,35.0272
12,5,愛知環状鉄道線,愛知環状鉄道,新上挙母,005761,005761,137.15117,35.07147
12,5,愛知環状鉄道線,愛知環状鉄道,八草,005432,005427,137.1073,35.1745
12,5,愛知環状鉄道線,愛知環状鉄道,末野原,005857,005857,137.14671,35.03925
12,5,愛知環状鉄道線,愛知環状鉄道,瀬戸市,005288,005288,137.07842,35.22583
12,5,愛知環状鉄道線,愛知環状鉄道,三河上郷,005946,005946,137.13267,35.01211
12,5,愛知環状鉄道線,愛知環状鉄道,北野桝塚,006025,006025,137.13983,34.99602
12,5,愛知環状鉄道線,愛知環状鉄道,中水野,005235,005235,137.07195,35.25038
12,5,愛知環状鉄道線,愛知環状鉄道,三河豊田,005817,005817,137.15092,35.05543
12,5,愛知環状鉄道線,愛知環状鉄道,篠原,005515,005515,137.12068,35.15506
12,5,愛知環状鉄道線,愛知環状鉄道,瀬戸口,005329,005329,137.0829,35.20592
12,5,愛知環状鉄道線,愛知環状鉄道,愛環梅坪,005682,005682,137.16067,35.10476
12,5,愛知環状鉄道線,愛知環状鉄道,四郷,005621,005621,137.16268,35.12197
12,5,愛知環状鉄道線,愛知環状鉄道,貝津,005577,005577,137.14849,35.13301
12,5,愛知環状鉄道線,愛知環状鉄道,北岡崎,006127,006127,137.1578,34.97263
12,5,愛知環状鉄道線,愛知環状鉄道,岡崎,006252,006251,137.15716,34.92666
12,5,愛知環状鉄道線,愛知環状鉄道,中岡崎,006171,006171,137.15307,34.95707
12,5,愛知環状鉄道線,愛知環状鉄道,六名,006208,006208,137.15179,34.94165
25,5,東部丘陵線,愛知高速交通,杁ヶ池公園,005443,005443,137.03826,35.1717
25,5,東部丘陵線,愛知高速交通,陶磁資料館南,005417,005417,137.09735,35.17924
25,5,東部丘陵線,愛知高速交通,公園西,005433,005433,137.07703,35.17442
25,5,東部丘陵線,愛知高速交通,愛・地球博記念公園,005422,005422,137.08774,35.17779
25,5,東部丘陵線,愛知高速交通,芸大通,005442,005442,137.06157,35.17188
25,5,東部丘陵線,愛知高速交通,長久手古戦場,005445,005445,137.04997,35.17153
25,5,東部丘陵線,愛知高速交通,はなみずき通,005424,005424,137.03586,35.17752
25,5,東部丘陵線,愛知高速交通,八草,005427,005427,137.10655,35.17646
25,5,東部丘陵線,愛知高速交通,藤が丘,005412,005410,137.0216,35.18219
13,4,鞍馬山鋼索鉄道,鞍馬寺,多宝塔,005641,005641,135.77281,35.11662
13,4,鞍馬山鋼索鉄道,鞍馬寺,山門,005650,005650,135.77287,35.11473
12,5,伊勢線,伊勢鉄道,河芸,006706,006706,136.53131,34.7813
12,5,伊勢線,伊勢鉄道,伊勢上野,006626,006626,136.54254,34.80065
12,5,伊勢線,伊勢鉄道,鈴鹿サーキット稲生,006463,006463,136.55554,34.84129
12,5,伊勢線,伊勢鉄道,中瀬古,006579,006579,136.54301,34.81258
12,5,伊勢線,伊勢鉄道,鈴鹿,006367,006367,136.5892,34.87942
12,5,伊勢線,伊勢鉄道,玉垣,006425,006425,136.57035,34.85566
12,5,伊勢線,伊勢鉄道,徳田,006514,006514,136.54414,34.8265
12,5,伊勢線,伊勢鉄道,河原田,006285,006285,136.59957,34.91167
12,5,伊勢線,伊勢鉄道,東一身田,006802,006802,136.51242,34.7591
12,5,伊勢線,伊勢鉄道,津,006906,006905,136.51073,34.73432
12,4,伊豆急行線,伊豆急行,稲梓,006965,006965,138.94978,34.72285
12,4,伊豆急行線,伊豆急行,伊豆熱川,006557,006557,139.06957,34.81731
12,4,伊豆急行線,伊豆急行,蓮台寺,007079,007079,138.94129,34.69947
12,4,伊豆急行線,伊豆急行,片瀬白田,006621,006621,139.06133,34.8012
12,4,伊豆急行線,伊豆急行,河津,006846,006846,138.99591,34.74744
12,4,伊豆急行線,伊豆急行,伊豆北川,006506,006506,139.07598,34.82702
12,4,伊豆急行線,伊豆急行,伊豆急下田,007218,007218,138.94414,34.67905
12,4,伊豆急行線,伊豆急行,南伊東,006168,006168,139.08828,34.95835
12,4,伊豆急行線,伊豆急行,今井浜海岸,006819,006819,139.0043,34.75358
12,4,伊豆急行線,伊豆急行,富戸,006290,006290,139.13229,34.91068
12,4,伊豆急行線,伊豆急行,城ヶ崎海岸,006336,006336,139.12209,34.8904
12,4,伊豆急行線,伊豆急行,伊豆高原,006370,006370,139.10882,34.87828
12,4,伊豆急行線,伊豆急行,伊豆稲取,006730,006730,139.0364,34.77444
12,4,伊豆急行線,伊豆急行,伊豆大川,006456,006456,139.07408,34.84374
12,4,伊豆急行線,伊豆急行,伊東,006118,006117,139.09182,34.97401
12,4,伊豆急行線,伊豆急行,川奈,006191,006191,139.12386,34.95094
13,4,十国鋼索線,十国峠,十国峠山麓,005594,005594,139.03723,35.12769
13,4,十国鋼索線,十国峠,十国峠山頂,005595,005595,139.04056,35.12768
12,4,駿豆線,伊豆箱根鉄道,修善寺,006101,006101,138.9515,34.97944
12,4,駿豆線,伊豆箱根鉄道,三島,005603,005601,138.91138,35.12599
12,4,駿豆線,伊豆箱根鉄道,大仁,006036,006036,138.93744,34.99481
12,4,駿豆線,伊豆箱根鉄道,韮山,005823,005823,138.94567,35.05238
12,4,駿豆線,伊豆箱根鉄道,牧之郷,006062,006062,138.95443,34.98922
12,4,駿豆線,伊豆箱根鉄道,伊豆長岡,005856,005856,138.94762,35.03913
12,4,駿豆線,伊豆箱根鉄道,三島二日町,005663,005663,138.92541,35.11142
12,4,駿豆線,伊豆箱根鉄道,原木,005782,005782,138.94383,35.06475
12,4,駿豆線,伊豆箱根鉄道,大場,005718,005718,138.93923,35.09309
12,4,駿豆線,伊豆箱根鉄道,三島田町,005642,005642,138.91843,35.1163
12,4,駿豆線,伊豆箱根鉄道,田京,005936,005936,138.94559,35.01385
12,4,駿豆線,伊豆箱根鉄道,伊豆仁田,005744,005744,138.94167,35.07811
12,4,駿豆線,伊豆箱根鉄道,三島広小路,005631,005631,138.91099,35.11971
12,4,大雄山線,伊豆箱根鉄道,穴部,005162,005162,139.14852,35.2801
12,4,大雄山線,伊豆箱根鉄道,和田河原,005064,005064,139.11824,35.31595
12,4,大雄山線,伊豆箱根鉄道,小田原,005214,005215,139.1567,35.25668
12,4,大雄山線,伊豆箱根鉄道,岩原,005117,005117,139.12859,35.29909
12,4,大雄山線,伊豆箱根鉄道,大雄山,005057,005057,139.10369,35.31905
12,4,大雄山線,伊豆箱根鉄道,井細田,005183,005183,139.15737,35.26929
12,4,大雄山線,伊豆箱根鉄道,緑町,005208,005208,139.15878,35.25954
12,4,大雄山線,伊豆箱根鉄道,相模沼田,005135,005135,139.13352,35.29269
12,4,大雄山線,伊豆箱根鉄道,五百羅漢,005172,005172,139.15517,35.27542
12,4,大雄山線,伊豆箱根鉄道,塚原,005112,005112,139.12653,35.30157
12,4,大雄山線,伊豆箱根鉄道,飯田岡,005140,005140,139.13902,35.28814
12,4,大雄山線,伊豆箱根鉄道,富士フイルム前,005060,005060,139.10952,35.3177
12,4,横河原線,伊予鉄道,いよ立花,008784,008784,132.77258,33.82799
12,4,横河原線,伊予鉄道,久米,008801,008801,132.80372,33.81647
12,4,横河原線,伊予鉄道,福音寺,008791,008791,132.78851,33.82266
12,4,横河原線,伊予鉄道,横河原,008812,008812,132.88448,33.80368
12,4,横河原線,伊予鉄道,牛渕,008821,008821,132.85575,33.79531
12,4,横河原線,伊予鉄道,愛大医学部南口,008816,008816,132.87921,33.79835
12,4,横河原線,伊予鉄道,牛渕団地前,008818,008818,132.84588,33.79781
12,4,横河原線,伊予鉄道,平井,008805,008805,132.82827,33.80883
12,4,横河原線,伊予鉄道,田窪,008824,008824,132.86531,33.79287
12,4,横河原線,伊予鉄道,鷹ノ子,008802,008802,132.81496,33.81263
12,4,横河原線,伊予鉄道,松山市,008773,008773,132.76143,33.8357
12,4,横河原線,伊予鉄道,石手川公園,008780,008780,132.76905,33.83163
12,4,横河原線,伊予鉄道,北久米,008795,008795,132.79827,33.81941
12,4,横河原線,伊予鉄道,見奈良,008823,008823,132.8737,33.79305
12,4,横河原線,伊予鉄道,梅本,008813,008813,132.8387,33.8014
21,4,花園線,伊予鉄道,南堀端,008768,008768,132.76091,33.83945
21,4,花園線,伊予鉄道,松山市駅,008772,008772,132.762066,33.83602718
12,4,郡中線,伊予鉄道,松山市,008774,008773,132.76143,33.8357
12,4,郡中線,伊予鉄道,余戸,008800,008800,132.7341,33.81655
12,4,郡中線,伊予鉄道,土橋,008777,008777,132.75627,33.83254
12,4,郡中線,伊予鉄道,岡田,008815,008815,132.72457,33.79944
12,4,郡中線,伊予鉄道,鎌田,008803,008803,132.73007,33.81041
12,4,郡中線,伊予鉄道,古泉,008825,008825,132.71747,33.79265
12,4,郡中線,伊予鉄道,土居田,008787,008787,132.7444,33.8243
12,4,郡中線,伊予鉄道,松前,008828,008828,132.70519,33.7862
12,4,郡中線,伊予鉄道,地蔵町,008834,008834,132.70434,33.78036
12,4,郡中線,伊予鉄道,郡中,008851,008851,132.70424,33.76102
12,4,郡中線,伊予鉄道,郡中港,008854,008854,132.70238,33.75659
12,4,郡中線,伊予鉄道,新川,008843,008843,132.70436,33.77252
12,4,高浜線,伊予鉄道,古町,008739,008739,132.75483,33.84666
