N02_001,N02_002,N02_003,N02_004,N02_005,N02_005c,N02_005g,lon,lat
12,4,本線,富山地方鉄道,西加積,001863,001863,137.34043,36.74605
12,4,本線,富山地方鉄道,下立口,001757,001757,137.53261,36.8598
12,4,本線,富山地方鉄道,新魚津,001777,001777,137.40514,36.82637
12,4,立山線,富山地方鉄道,下段,002027,002027,137.31777,36.64825
12,4,立山線,富山地方鉄道,岩峅寺,002064,002064,137.31992,36.60865
12,4,立山線,富山地方鉄道,本宮,002100,002100,137.39597,36.575
12,4,立山線,富山地方鉄道,榎町,002012,002012,137.31658,36.6577
12,4,立山線,富山地方鉄道,田添,001976,001976,137.31777,36.68013
12,4,立山線,富山地方鉄道,稚子塚,001969,001969,137.31752,36.68688
12,4,立山線,富山地方鉄道,寺田,001940,001937,137.31835,36.69888
12,4,立山線,富山地方鉄道,横江,002087,002087,137.3359,36.58179
12,4,立山線,富山地方鉄道,五百石,002000,002000,137.31417,36.66544
12,4,立山線,富山地方鉄道,立山,002086,002085,137.4452,36.58332
12,4,立山線,富山地方鉄道,有峰口,002102,002102,137.38034,36.57299
12,4,立山線,富山地方鉄道,千垣,002101,002101,137.37427,36.57383
12,4,立山線,富山地方鉄道,釜ヶ淵,002044,002044,137.31921,36.63363
12,4,立山線,富山地方鉄道,沢中山,002054,002054,137.32101,36.62246
12,4,河口湖線,富士山麓電気鉄道,富士山,004570,004570,138.79457,35.48361
12,4,河口湖線,富士山麓電気鉄道,富士急ハイランド,004553,004553,138.78191,35.48949
12,4,河口湖線,富士山麓電気鉄道,河口湖,004529,004529,138.76871,35.49803
12,4,大月線,富士山麓電気鉄道,葭池温泉前,004515,004515,138.81183,35.50203
12,4,大月線,富士山麓電気鉄道,谷村町,004362,004362,138.90446,35.55011
12,4,大月線,富士山麓電気鉄道,下吉田,004530,004530,138.80316,35.49787
12,4,大月線,富士山麓電気鉄道,上大月,004183,004183,138.93813,35.60919
12,4,大月線,富士山麓電気鉄道,三つ峠,004445,004445,138.84507,35.52414
12,4,大月線,富士山麓電気鉄道,富士山,004571,004570,138.79457,35.48361
12,4,大月線,富士山麓電気鉄道,禾生,004300,004300,138.92898,35.57496
12,4,大月線,富士山麓電気鉄道,田野倉,004258,004258,138.93124,35.59313
12,4,大月線,富士山麓電気鉄道,東桂,004410,004410,138.87005,35.53604
12,4,大月線,富士山麓電気鉄道,寿,004497,004497,138.82525,35.50823
12,4,大月線,富士山麓電気鉄道,赤坂,004320,004320,138.91578,35.5658
12,4,大月線,富士山麓電気鉄道,都留市,004344,004344,138.90752,35.55673
12,4,大月線,富士山麓電気鉄道,月江寺,004543,004543,138.79784,35.4931
12,4,大月線,富士山麓電気鉄道,大月,004171,004166,138.94164,35.61248
12,4,大月線,富士山麓電気鉄道,都留文科大学前,004395,004395,138.89706,35.54278
12,4,大月線,富士山麓電気鉄道,十日市場,004404,004404,138.88708,35.53881
15,4,ディズニーリゾートライン,舞浜リゾートライン,東京ディズニーシー･ステーション,004106,004106,139.88989,35.62692
15,4,ディズニーリゾートライン,舞浜リゾートライン,リゾートゲートウェイ･ステーション,004063,004063,139.88557,35.63491
15,4,ディズニーリゾートライン,舞浜リゾートライン,東京ディズニーランド･ステーション,004058,004058,139.87887,35.63599
15,4,ディズニーリゾートライン,舞浜リゾートライン,ベイサイド･ステーション,004098,004098,139.87685,35.62772
12,4,福武線,福井鉄道,花堂,002712,002712,136.21526,36.04125
12,4,福武線,福井鉄道,たけふ新,002911,002911,136.17017,35.9069
21,4,福武線,福井鉄道,田原町,002670,002669,136.21795,36.07467
12,4,福武線,福井鉄道,西鯖江,002840,002840,136.18209,35.94603
21,4,福武線,福井鉄道,福井城址大名町,002686,002686,136.21756,36.06332
12,4,福武線,福井鉄道,三十八社,002773,002773,136.19365,35.98905
21,4,福武線,福井鉄道,福井駅,002687,002687,136.22204276,36.06197254
12,4,福武線,福井鉄道,水落,002816,002816,136.18328,35.962
12,4,福武線,福井鉄道,ベル前,002718,002718,136.21391,36.03374
12,4,福武線,福井鉄道,赤十字前,002703,002703,136.21664,36.04903
21,4,福武線,福井鉄道,商工会議所前,002698,002698,136.21498,36.05381
12,4,福武線,福井鉄道,ハーモニーホール,002740,002740,136.20551,36.01441
12,4,福武線,福井鉄道,浅水,002748,002748,136.20188,36.00705
12,4,福武線,福井鉄道,北府,002901,002901,136.16642,35.9104
21,4,福武線,福井鉄道,足羽山公園口,002695,002695,136.215,36.05757
12,4,福武線,福井鉄道,神明,002797,002797,136.18191,35.97304
12,4,福武線,福井鉄道,江端,002725,002725,136.21263,36.02871
12,4,福武線,福井鉄道,家久,002873,002873,136.17064,35.92573
12,4,福武線,福井鉄道,鳥羽中,002780,002780,136.18718,35.9816
12,4,福武線,福井鉄道,西山公園,002828,002828,136.18574,35.95218
21,4,福武線,福井鉄道,仁愛女子高校,002680,002680,136.21806,36.0691
12,4,福武線,福井鉄道,サンドーム西,002853,002853,136.18051,35.93628
12,3,1号線(空港線),福岡市,藤崎,009052,009052,130.34831,33.58135
12,3,1号線(空港線),福岡市,東比恵,009032,009032,130.43102,33.58936
12,3,1号線(空港線),福岡市,祇園,009021,009021,130.41401,33.59435
12,3,1号線(空港線),福岡市,姪浜,009047,009046,130.32417,33.58363
12,3,1号線(空港線),福岡市,唐人町,009028,009028,130.36994,33.5901
12,3,1号線(空港線),福岡市,赤坂,009037,009037,130.39015,33.58895
12,3,1号線(空港線),福岡市,福岡空港,009015,009015,130.44739,33.59753
12,3,1号線(空港線),福岡市,天神,009026,009026,130.39802,33.59113
12,3,1号線(空港線),福岡市,西新,009045,009045,130.35925,33.58362
12,3,1号線(空港線),福岡市,中洲川端,009019,009019,130.40595,33.59422
12,3,1号線(空港線),福岡市,大濠公園,009031,009031,130.37918,33.59005
12,3,1号線(空港線),福岡市,室見,009053,009053,130.33947,33.58074
12,3,1号線(空港線),福岡市,博多,009029,009033,130.42018,33.5901
12,3,2号線(箱崎線),福岡市,貝塚,008967,008967,130.42568,33.63237
12,3,2号線(箱崎線),福岡市,中洲川端,009020,009019,130.40595,33.59422
12,3,2号線(箱崎線),福岡市,箱崎九大前,008980,008980,130.42085,33.62169
12,3,2号線(箱崎線),福岡市,呉服町,009014,009014,130.40935,33.59763
12,3,2号線(箱崎線),福岡市,箱崎宮前,008988,008988,130.41954,33.61578
12,3,2号線(箱崎線),福岡市,千代県庁口,009011,009011,130.41391,33.60206
12,3,2号線(箱崎線),福岡市,馬出九大病院前,009000,009000,130.41941,33.6093
12,3,3号線(七隈線),福岡市,橋本,009153,009153,130.32028,33.55577
12,3,3号線(七隈線),福岡市,梅林,009194,009194,130.35564,33.5454
12,3,3号線(七隈線),福岡市,桜坂,009064,009064,130.38804,33.57715
12,3,3号線(七隈線),福岡市,賀茂,009174,009174,130.33679,33.55073
12,3,3号線(七隈線),福岡市,茶山,009100,009100,130.36497,33.56546
12,3,3号線(七隈線),福岡市,野芥,009186,009186,130.34558,33.54853
12,3,3号線(七隈線),福岡市,福大前,009187,009187,130.36238,33.54674
12,3,3号線(七隈線),福岡市,渡辺通,009044,009044,130.40551,33.5835
12,3,3号線(七隈線),福岡市,薬院大通,009054,009054,130.39581,33.58025
12,3,3号線(七隈線),福岡市,七隈,009157,009157,130.36177,33.55217
12,3,3号線(七隈線),福岡市,薬院,009050,009049,130.40301,33.58175
12,3,3号線(七隈線),福岡市,天神南,009038,009038,130.40151,33.58802
12,3,3号線(七隈線),福岡市,別府,009080,009080,130.36863,33.5737
12,3,3号線(七隈線),福岡市,金山,009116,009116,130.3622,33.56047
12,3,3号線(七隈線),福岡市,六本松,009063,009063,130.37808,33.57793
12,3,3号線(七隈線),福岡市,次郎丸,009160,009160,130.33079,33.55217
12,4,飯坂線,福島交通,美術館図書館前,001365,001365,140.45556,37.76683
12,4,飯坂線,福島交通,桜水,001354,001354,140.4411,37.79583
12,4,飯坂線,福島交通,上松川,001359,001359,140.44129,37.78336
12,4,飯坂線,福島交通,飯坂温泉,001331,001331,140.45451,37.82983
12,4,飯坂線,福島交通,医王寺前,001337,001337,140.4463,37.8159
12,4,飯坂線,福島交通,笹谷,001358,001358,140.43974,37.78743
12,4,飯坂線,福島交通,曽根田,001367,001367,140.45949,37.76033
12,4,飯坂線,福島交通,花水坂,001333,001333,140.4507,37.82675
12,4,飯坂線,福島交通,平野,001346,001346,140.44276,37.80512
12,4,飯坂線,福島交通,岩代清水,001361,001361,140.44757,37.77639
12,4,飯坂線,福島交通,福島,001371,001373,140.46006,37.75341
12,4,飯坂線,福島交通,泉,001360,001360,140.44546,37.7788
12,5,伊田線,平成筑豊鉄道,田川伊田,008960,008959,130.81772,33.6421
12,5,伊田線,平成筑豊鉄道,上金田,008919,008919,130.78977,33.67234
12,5,伊田線,平成筑豊鉄道,田川市立病院,008929,008929,130.80255,33.66059
12,5,伊田線,平成筑豊鉄道,糒,008925,008925,130.79956,33.66433
12,5,伊田線,平成筑豊鉄道,ふれあい生力,008893,008893,130.76622,33.69951
12,5,伊田線,平成筑豊鉄道,中泉,008878,008878,130.74243,33.72103
12,5,伊田線,平成筑豊鉄道,直方,008861,008860,130.72502,33.74791
12,5,伊田線,平成筑豊鉄道,南直方御殿口,008864,008864,130.7249,33.7386
12,5,伊田線,平成筑豊鉄道,あかぢ,008873,008873,130.72467,33.7277
12,5,伊田線,平成筑豊鉄道,金田,008909,008909,130.77733,33.68226
12,5,伊田線,平成筑豊鉄道,市場,008888,008888,130.7596,33.70783
12,5,伊田線,平成筑豊鉄道,藤棚,008876,008876,130.73518,33.72204
12,5,伊田線,平成筑豊鉄道,赤池,008900,008900,130.76886,33.69134
12,5,伊田線,平成筑豊鉄道,人見,008905,008905,130.7712,33.68717
12,5,伊田線,平成筑豊鉄道,下伊田,008940,008940,130.80709,33.65187
12,5,糸田線,平成筑豊鉄道,金田,008910,008909,130.77733,33.68226
12,5,糸田線,平成筑豊鉄道,田川後藤寺,008971,008969,130.80051,33.62977
12,5,糸田線,平成筑豊鉄道,豊前大熊,008918,008918,130.78009,33.67241
12,5,糸田線,平成筑豊鉄道,大藪,008951,008951,130.79735,33.64747
12,5,糸田線,平成筑豊鉄道,松山,008923,008923,130.78099,33.6675
12,5,糸田線,平成筑豊鉄道,糸田,008933,008933,130.78599,33.65625
12,5,田川線,平成筑豊鉄道,田川伊田,008961,008959,130.81772,33.6421
12,5,田川線,平成筑豊鉄道,行橋,008871,008870,130.96977,33.72991
12,5,田川線,平成筑豊鉄道,犀川,008944,008944,130.93898,33.65035
12,5,田川線,平成筑豊鉄道,新豊津,008914,008914,130.96385,33.6793
12,5,田川線,平成筑豊鉄道,油須原,008996,008996,130.88383,33.61273
12,5,田川線,平成筑豊鉄道,勾金,008941,008941,130.84134,33.65151
12,5,田川線,平成筑豊鉄道,上伊田,008950,008950,130.83102,33.64839
12,5,田川線,平成筑豊鉄道,今川河童,008890,008890,130.96541,33.70274
12,5,田川線,平成筑豊鉄道,美夜古泉,008887,008887,130.9689,33.70878
12,5,田川線,平成筑豊鉄道,赤,008984,008984,130.87175,33.61804
12,5,田川線,平成筑豊鉄道,内田,008962,008962,130.86406,33.63816
12,5,田川線,平成筑豊鉄道,源じいの森,008989,008989,130.89511,33.61586
12,5,田川線,平成筑豊鉄道,豊津,008904,008904,130.96294,33.68765
12,5,田川線,平成筑豊鉄道,崎山,008965,008965,130.91767,33.6359
12,5,田川線,平成筑豊鉄道,柿下温泉口,008942,008942,130.85359,33.65176
12,5,田川線,平成筑豊鉄道,東犀川三四郎,008928,008928,130.94877,33.66111
12,4,渥美線,豊橋鉄道,杉山,007214,007214,137.32089,34.68069
12,4,渥美線,豊橋鉄道,向ヶ丘,007045,007045,137.3679,34.70644
12,4,渥美線,豊橋鉄道,植田,007017,007017,137.37364,34.71121
12,4,渥美線,豊橋鉄道,柳生橋,006816,006816,137.3884,34.75517
12,4,渥美線,豊橋鉄道,神戸,007299,007299,137.27701,34.66788
12,4,渥美線,豊橋鉄道,やぐま台,007270,007270,137.30876,34.67367
12,4,渥美線,豊橋鉄道,小池,006839,006839,137.38829,34.74921
12,4,渥美線,豊橋鉄道,南栄,006899,006899,137.38589,34.7359
12,4,渥美線,豊橋鉄道,老津,007134,007134,137.33545,34.69235
12,4,渥美線,豊橋鉄道,愛知大学前,006864,006864,137.38595,34.74201
12,4,渥美線,豊橋鉄道,三河田原,007314,007314,137.26858,34.66695
12,4,渥美線,豊橋鉄道,大清水,007101,007101,137.3593,34.69602
12,4,渥美線,豊橋鉄道,高師,006938,006938,137.38197,34.7274
12,4,渥美線,豊橋鉄道,芦原,006984,006984,137.38007,34.71826
12,4,渥美線,豊橋鉄道,新豊橋,006789,006789,137.383,34.76283
12,4,渥美線,豊橋鉄道,豊島,007302,007302,137.29332,34.6675
21,4,東田本線,豊橋鉄道,市役所前,006757,006757,137.39278,34.76732
21,4,東田本線,豊橋鉄道,東八町,006764,006764,137.40043,34.76587
21,4,東田本線,豊橋鉄道,運動公園前,006804,006804,137.42239,34.75876
21,4,東田本線,豊橋鉄道,駅前,006777,006777,137.38301,34.76382
21,4,東田本線,豊橋鉄道,前畑,006765,006765,137.40424,34.76576
21,4,東田本線,豊橋鉄道,駅前大通,006780,006780,137.38621,34.76309
21,4,東田本線,豊橋鉄道,新川,006782,006782,137.38924,34.76292
21,4,東田本線,豊橋鉄道,赤岩口,006778,006778,137.42885,34.76339
21,4,東田本線,豊橋鉄道,競輪場前,006771,006771,137.41702,34.76503
21,4,東田本線,豊橋鉄道,豊橋公園前,006762,006762,137.39558,34.76679
21,4,東田本線,豊橋鉄道,東田坂上,006766,006766,137.40812,34.76574
21,4,東田本線,豊橋鉄道,札木,006773,006773,137.39026,34.76425
21,4,東田本線,豊橋鉄道,東田,006767,006767,137.41346,34.76533
21,4,東田本線,豊橋鉄道,井原,006774,006774,137.42159,34.76424
12,5,ほくほく線,北越急行,くびき,001590,001590,138.36195,37.19791
12,5,ほくほく線,北越急行,魚沼丘陵,001638,001638,138.87792,37.09592
12,5,ほくほく線,北越急行,大池いこいの森,001593,001593,138.37308,37.1846
12,5,ほくほく線,北越急行,しんざ,001619,001619,138.76877,37.13952
12,5,ほくほく線,北越急行,ほくほく大島,001615,001615,138.50913,37.14708
12,5,ほくほく線,北越急行,美佐島,001624,001624,138.7903,37.13079
12,5,ほくほく線,北越急行,十日町,001622,001621,138.75651,37.1355
12,5,ほくほく線,北越急行,六日町,001654,001654,138.8764,37.0679
12,5,ほくほく線,北越急行,まつだい,001623,001623,138.61354,37.13216
12,5,ほくほく線,北越急行,虫川大杉,001611,001611,138.44186,37.15486
12,5,ほくほく線,北越急行,うらがわら,001608,001608,138.41863,37.15946
12,5,ほくほく線,北越急行,犀潟,001584,001583,138.30559,37.2105
12,5,道南いさりび鉄道線,道南いさりび鉄道,木古内,000478,000477,140.43336,41.6771
11,2,海峡線,北海道旅客鉄道,中小国,000495,000495,140.59738,41.05138
11,2,釧網線,北海道旅客鉄道,緑,000105,000105,144.50527,43.71855
11,2,釧網線,北海道旅客鉄道,川湯温泉,000113,000113,144.45784,43.61618
11,2,釧網線,北海道旅客鉄道,鱒浦,000040,000040,144.29632,43.98283
11,2,釧網線,北海道旅客鉄道,止別,000050,000050,144.5194,43.92158
11,2,釧網線,北海道旅客鉄道,桂台,000036,000036,144.27347,44.01668
11,2,釧網線,北海道旅客鉄道,網走,000034,000034,144.2554,44.0201
11,2,釧網線,北海道旅客鉄道,浜小清水,000047,000047,144.45268,43.93408
11,2,釧網線,北海道旅客鉄道,中斜里,000062,000062,144.6587,43.87432
11,2,釧網線,北海道旅客鉄道,茅沼,000156,000156,144.5039,43.20243
11,2,釧網線,北海道旅客鉄道,美留和,000116,000116,144.43774,43.55569
11,2,釧網線,北海道旅客鉄道,塘路,000177,000177,144.49623,43.1516
11,2,釧網線,北海道旅客鉄道,清里町,000071,000071,144.59378,43.83838
11,2,釧網線,北海道旅客鉄道,藻琴,000041,000041,144.31961,43.96855
11,2,釧網線,北海道旅客鉄道,札弦,000086,000086,144.53146,43.78618
11,2,釧網線,北海道旅客鉄道,東釧路,000309,000309,144.41231,42.99501
11,2,釧網線,北海道旅客鉄道,摩周,000126,000126,144.46518,43.48702
11,2,釧網線,北海道旅客鉄道,原生花園,000046,000046,144.41397,43.94111
11,2,釧網線,北海道旅客鉄道,遠矢,000265,000265,144.45823,43.04718
11,2,釧網線,北海道旅客鉄道,釧路湿原,000200,000200,144.44779,43.10017
11,2,釧網線,北海道旅客鉄道,北浜,000044,000044,144.35204,43.95869
11,2,釧網線,北海道旅客鉄道,磯分内,000134,000134,144.55347,43.38006
11,2,釧網線,北海道旅客鉄道,知床斜里,000053,000053,144.66236,43.91065
11,2,釧網線,北海道旅客鉄道,細岡,000198,000198,144.46935,43.10471
11,2,釧網線,北海道旅客鉄道,標茶,000142,000142,144.60826,43.29802
12,5,道南いさりび鉄道線,道南いさりび鉄道,五稜郭,000440,000439,140.73326,41.80471
12,5,道南いさりび鉄道線,道南いさりび鉄道,清川口,000436,000436,140.65246,41.82455
12,5,道南いさりび鉄道線,道南いさりび鉄道,上磯,000437,000437,140.63999,41.81943
12,5,道南いさりび鉄道線,道南いさりび鉄道,茂辺地,000465,000465,140.60024,41.7673
12,5,道南いさりび鉄道線,道南いさりび鉄道,七重浜,000438,000438,140.70742,41.81783
12,5,道南いさりび鉄道線,道南いさりび鉄道,泉沢,000474,000474,140.50624,41.7008
12,5,道南いさりび鉄道線,道南いさりび鉄道,札苅,000475,000475,140.46761,41.69925
12,5,道南いさりび鉄道線,道南いさりび鉄道,東久根別,000435,000435,140.67921,41.82612
12,5,道南いさりび鉄道線,道南いさりび鉄道,釜谷,000473,000473,140.5368,41.71191
12,5,道南いさりび鉄道線,道南いさりび鉄道,久根別,000434,000434,140.66582,41.82655
12,5,道南いさりび鉄道線,道南いさりび鉄道,渡島当別,000472,000472,140.57907,41.73687
11,2,根室線,北海道旅客鉄道,東釧路,000310,000309,144.41231,42.99501
11,2,根室線,北海道旅客鉄道,厚岸,000246,000246,144.84151,43.05626
11,2,根室線,北海道旅客鉄道,姉別,000161,000161,145.19409,43.19651
11,2,根室線,北海道旅客鉄道,昆布盛,000149,000149,145.54272,43.22828
11,2,根室線,北海道旅客鉄道,落石,000157,000157,145.51908,43.19771
11,2,根室線,北海道旅客鉄道,帯広,000330,000330,143.20113,42.91854
11,2,根室線,北海道旅客鉄道,音別,000339,000339,143.93333,42.88918
11,2,根室線,北海道旅客鉄道,十弗,000344,000344,143.50065,42.85609
11,2,根室線,北海道旅客鉄道,門静,000240,000240,144.78172,43.0578
11,2,根室線,北海道旅客鉄道,利別,000325,000325,143.42338,42.93508
11,2,根室線,北海道旅客鉄道,尾幌,000300,000300,144.70434,43.01849
11,2,根室線,北海道旅客鉄道,西庶路,000318,000318,144.13033,42.97669
11,2,根室線,北海道旅客鉄道,庶路,000316,000316,144.15093,42.98366
11,2,根室線,北海道旅客鉄道,白糠,000321,000321,144.07606,42.95624
11,2,根室線,北海道旅客鉄道,厚内,000351,000351,143.81374,42.80979
11,2,根室線,北海道旅客鉄道,新富士,000308,000308,144.34995,43.00185
11,2,根室線,北海道旅客鉄道,釧路,000315,000315,144.38362,42.99007
11,2,根室線,北海道旅客鉄道,浦幌,000350,000350,143.65159,42.81114
11,2,根室線,北海道旅客鉄道,別当賀,000152,000152,145.42295,43.21833
11,2,根室線,北海道旅客鉄道,新大楽毛,000305,000305,144.29417,43.00935
11,2,根室線,北海道旅客鉄道,札内,000333,000333,143.25718,42.91218
11,2,根室線,北海道旅客鉄道,上尾幌,000287,000287,144.61167,43.03278
11,2,根室線,北海道旅客鉄道,茶内,000186,000186,145.02751,43.12872
11,2,根室線,北海道旅客鉄道,武佐,000313,000313,144.42606,42.99162
11,2,根室線,北海道旅客鉄道,厚床,000150,000150,145.25179,43.22805
11,2,根室線,北海道旅客鉄道,大楽毛,000306,000306,144.273,43.0091
11,2,根室線,北海道旅客鉄道,豊頃,000348,000348,143.5383,42.81767
11,2,根室線,北海道旅客鉄道,別保,000311,000311,144.47062,42.99417
11,2,根室線,北海道旅客鉄道,池田,000329,000329,143.45231,42.92388
11,2,根室線,北海道旅客鉄道,西和田,000145,000145,145.54194,43.26751
11,2,根室線,北海道旅客鉄道,新吉野,000358,000358,143.60783,42.77852
11,2,根室線,北海道旅客鉄道,幕別,000336,000336,143.36018,42.90868
11,2,根室線,北海道旅客鉄道,浜中,000173,000173,145.09953,43.15734
11,2,根室線,北海道旅客鉄道,根室,000140,000140,145.58413,43.32692
11,2,根室線,北海道旅客鉄道,平岸,000120,000120,142.12408,43.54125
11,2,根室線,北海道旅客鉄道,野花南,000127,000127,142.26095,43.47471
11,2,根室線,北海道旅客鉄道,赤平,000119,000119,142.04726,43.55555
11,2,根室線,北海道旅客鉄道,芽室,000335,000335,143.04639,42.90974
11,2,根室線,北海道旅客鉄道,新得,000213,000213,142.83227,43.08275
11,2,根室線,北海道旅客鉄道,上芦別,000125,000125,142.21022,43.4892
11,2,根室線,北海道旅客鉄道,芦別,000123,000123,142.18275,43.51772
11,2,根室線,北海道旅客鉄道,大成,000331,000331,143.06955,42.91573
11,2,根室線,北海道旅客鉄道,茂尻,000122,000122,142.08098,43.5372
11,2,根室線,北海道旅客鉄道,柏林台,000326,000326,143.16361,42.92885
11,2,根室線,北海道旅客鉄道,西帯広,000327,000327,143.12517,42.92386
11,2,根室線,北海道旅客鉄道,御影,000323,000323,142.93539,42.94267
11,2,根室線,北海道旅客鉄道,十勝清水,000303,000303,142.87948,43.01389
11,2,根室線,北海道旅客鉄道,滝川,000117,000117,141.90166,43.55689
11,2,札沼線,北海道旅客鉄道,桑園,000223,000223,141.33127,43.07104
11,2,札沼線,北海道旅客鉄道,北海道医療大学,000148,000148,141.55019,43.23112
11,2,札沼線,北海道旅客鉄道,篠路,000179,000179,141.36434,43.14548
11,2,札沼線,北海道旅客鉄道,あいの里公園,000171,000171,141.41236,43.16035
11,2,札沼線,北海道旅客鉄道,新川,000204,000204,141.32343,43.0982
11,2,札沼線,北海道旅客鉄道,太美,000162,000162,141.44875,43.1896
11,2,札沼線,北海道旅客鉄道,百合が原,000185,000185,141.36085,43.13203
11,2,札沼線,北海道旅客鉄道,あいの里教育大,000175,000175,141.3978,43.15513
11,2,札沼線,北海道旅客鉄道,当別,000151,000151,141.5129,43.2219
11,2,札沼線,北海道旅客鉄道,太平,000190,000190,141.34987,43.12409
11,2,札沼線,北海道旅客鉄道,八軒,000210,000210,141.31923,43.08577
11,2,札沼線,北海道旅客鉄道,新琴似,000193,000193,141.33567,43.11375
11,2,札沼線,北海道旅客鉄道,拓北,000174,000174,141.38043,43.15551
11,2,室蘭線,北海道旅客鉄道,追分,000341,000341,141.81032,42.87436
11,2,室蘭線,北海道旅客鉄道,志文,000172,000172,141.7446,43.15985
11,2,室蘭線,北海道旅客鉄道,栗丘,000211,000211,141.74429,43.08579
11,2,室蘭線,北海道旅客鉄道,三川,000322,000322,141.80101,42.94417
11,2,室蘭線,北海道旅客鉄道,栗山,000239,000239,141.77531,43.05947
11,2,室蘭線,北海道旅客鉄道,由仁,000304,000304,141.78563,43.01328
11,2,室蘭線,北海道旅客鉄道,古山,000319,000319,141.79416,42.97462
11,2,室蘭線,北海道旅客鉄道,安平,000349,000349,141.82533,42.81535
11,2,室蘭線,北海道旅客鉄道,栗沢,000191,000191,141.73988,43.12172
11,2,室蘭線,北海道旅客鉄道,岩見沢,000153,000153,141.76094,43.20499
11,2,室蘭線,北海道旅客鉄道,白老,000383,000383,141.35858,42.55384
11,2,室蘭線,北海道旅客鉄道,鷲別,000404,000404,141.04274,42.35954
11,2,室蘭線,北海道旅客鉄道,母恋,000410,000410,140.98975,42.3173
11,2,室蘭線,北海道旅客鉄道,登別,000395,000395,141.17969,42.4514
11,2,室蘭線,北海道旅客鉄道,洞爺,000384,000384,140.76272,42.55167
11,2,室蘭線,北海道旅客鉄道,東室蘭,000406,000406,141.02488,42.34851
11,2,室蘭線,北海道旅客鉄道,早来,000359,000359,141.81515,42.76615
11,2,室蘭線,北海道旅客鉄道,豊浦,000379,000379,140.71537,42.58036
11,2,室蘭線,北海道旅客鉄道,沼ノ端,000364,000364,141.69131,42.67136
11,2,室蘭線,北海道旅客鉄道,伊達紋別,000393,000393,140.85603,42.46925
11,2,室蘭線,北海道旅客鉄道,幌別,000400,000400,141.1079,42.41015
11,2,室蘭線,北海道旅客鉄道,崎守,000402,000402,140.92666,42.37412
11,2,室蘭線,北海道旅客鉄道,輪西,000407,000407,141.00588,42.33377
11,2,室蘭線,北海道旅客鉄道,遠浅,000361,000361,141.76833,42.72857
11,2,室蘭線,北海道旅客鉄道,萩野,000385,000385,141.30523,42.52084
11,2,室蘭線,北海道旅客鉄道,大岸,000376,000376,140.63848,42.58581
11,2,室蘭線,北海道旅客鉄道,青葉,000370,000370,141.56951,42.63041
11,2,室蘭線,北海道旅客鉄道,小幌,000375,000375,140.53735,42.58969
11,2,室蘭線,北海道旅客鉄道,礼文,000378,000378,140.5946,42.58091
11,2,室蘭線,北海道旅客鉄道,有珠,000386,000386,140.79373,42.51432
11,2,室蘭線,北海道旅客鉄道,社台,000380,000380,141.41727,42.57888
11,2,室蘭線,北海道旅客鉄道,糸井,000371,000371,141.54561,42.62237
11,2,室蘭線,北海道旅客鉄道,長万部,000387,000387,140.3755,42.513
11,2,室蘭線,北海道旅客鉄道,御崎,000408,000408,140.99385,42.32896
11,2,室蘭線,北海道旅客鉄道,竹浦,000390,000390,141.26152,42.49369
11,2,室蘭線,北海道旅客鉄道,黄金,000401,000401,140.90765,42.38708
11,2,室蘭線,北海道旅客鉄道,静狩,000377,000377,140.46076,42.58462
11,2,室蘭線,北海道旅客鉄道,虎杖浜,000394,000394,141.21454,42.46449
11,2,室蘭線,北海道旅客鉄道,苫小牧,000367,000367,141.59679,42.63963
11,2,室蘭線,北海道旅客鉄道,稀府,000399,000399,140.89847,42.42625
11,2,室蘭線,北海道旅客鉄道,長和,000391,000391,140.83302,42.48861
11,2,室蘭線,北海道旅客鉄道,北吉原,000389,000389,141.2852,42.50844
11,2,室蘭線,北海道旅客鉄道,錦岡,000373,000373,141.48669,42.60237
11,2,室蘭線,北海道旅客鉄道,富浦,000397,000397,141.15609,42.44183
11,2,室蘭線,北海道旅客鉄道,室蘭,000409,000409,140.97726,42.31762
11,2,室蘭線,北海道旅客鉄道,本輪西,000405,000405,140.97618,42.35874
11,2,室蘭線,北海道旅客鉄道,北舟岡,000396,000396,140.88009,42.45087
11,2,宗谷線,北海道旅客鉄道,智北,000022,000022,142.39484,44.46119
11,2,宗谷線,北海道旅客鉄道,北永山,000074,000074,142.45442,43.82671
11,2,宗谷線,北海道旅客鉄道,美深,000021,000021,142.35114,44.48192
11,2,宗谷線,北海道旅客鉄道,旭川,000095,000095,142.35635,43.76389
11,2,宗谷線,北海道旅客鉄道,蘭留,000048,000048,142.47308,43.92591
11,2,宗谷線,北海道旅客鉄道,糠南,000010,000010,142.00064,44.9208
11,2,宗谷線,北海道旅客鉄道,智恵文,000023,000023,142.41463,44.45583
11,2,宗谷線,北海道旅客鉄道,塩狩,000042,000042,142.45504,43.96885
11,2,宗谷線,北海道旅客鉄道,名寄高校,000026,000026,142.46548339,44.33151188
11,2,宗谷線,北海道旅客鉄道,日進,000024,000024,142.46697,44.3822
11,2,宗谷線,北海道旅客鉄道,天塩中川,000013,000013,142.07548,44.81229
11,2,宗谷線,北海道旅客鉄道,永山,000077,000077,142.43344,43.8136
11,2,宗谷線,北海道旅客鉄道,和寒,000033,000033,142.41479,44.02812
11,2,宗谷線,北海道旅客鉄道,天塩川温泉,000018,000018,142.25871,44.66473
